PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,SampleRatio,PlateCutoff
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Ratio of median channel fluorescence of test sample to DMSO control,Average plus five standard deviations of the SampleRatios on a particular assay plate
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10,
489,49819845,24677706,CSCCC(C(=O)N1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3)NC(=O)C4=CC=CC=C4Cl,Inactive,0,,,96.22,254
490,22416882,1297050,CC1=C(C=CC=C1[N+](=O)[O-])NC(=O)CN(C2=CC(=C(C=C2)OC)OC)S(=O)(=O)C,Inactive,0,,,97.59,254
491,3713645,2998489,CC1=CC(=NC2=NN=C(N12)SCC(=O)N(C)C3CCS(=O)(=O)C3)C,Inactive,0,,,109.97,254
492,87344263,3245941,C1CSC2=CC=CC=C2N(C1=O)CC(=O)NC3=CC=C(C=C3)F,Inactive,0,,,98.97,254
493,14731387,2948951,CN1C=C(C2=CC=CC=C21)C(C3=CC=CC=N3)C4=CN(C5=CC=CC=C54)C,Inactive,0,,,87.97,254
494,24838432,3236918,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC(=C(C=C3)OC)OC)CC4=CC=CN4C,Inactive,0,,,98.97,254
495,14736842,893741,CC1=NC(=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)C3CCCCC3,Inactive,0,,,98.97,254
496,24795347,1266375,C1CN(CC2=CC=CC=C21)CCN3C(=O)C4=CC=CC=C4NC3=S,Inactive,0,,,98.97,254
497,26669286,652444,CC1=CC(=NO1)NC(=O)CCC(=O)N(C2=CN=CC=C2)C(C3=CC=CC=C3)C(=O)NC4CCCC4,Inactive,0,,,222.68,254
498,17415218,2922589,CC(C)NCCCOC1=C(C=C(C=C1)Cl)Br.C(=O)(C(=O)O)O,Inactive,0,,,97.59,254
499,17514987,4096047,C=CCNC(=S)NNC(=O)COC1=C(C=C(C=C1)Cl)Cl,Inactive,0,,,104.47,254
500,26661276,16682211,CCN1CCN(CC1)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)OCCOC.C(=O)(C(=O)O)O,Inactive,0,,,104.47,254
501,17386281,56642881,CC1CCN(CC1)C2=CC(=C(C=C2/C=N/NC3=NN=C(N3N)C)[N+](=O)[O-])N4CCC(CC4)C.Cl,Inactive,0,,,107.22,254
502,49676707,6904896,CC1=C(N2C=CC=CC2=C1/C=N/O)C(=O)C3=CC=C(C=C3)F,Inactive,0,,,96.22,254
503,49736382,20919844,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CC(=O)NCCC4=CC=CS4)C)C,Inactive,0,,,97.59,254
504,14732455,2960284,CC1=CC(=C(C=C1C)C(=O)CSC2=NC(=C(C3(C2C(=O)N)CCCCC3)C#N)N)C,Inactive,0,,,100.34,254
505,49736184,20919834,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CC(=O)NCC4=CC=CS4)C)C,Inactive,0,,,98.97,254
506,17433526,895761,COC1=CC=CC(=C1)NC(=S)N2CCN(CC2)C3=CC=CC=N3,Inactive,0,,,100.34,254
507,14722641,1464427,COC1=CC=CC=C1CN(CC2=CC3=CC4=C(C=C3NC2=O)OCCO4)CC5=NN=NN5CC6=CC=CO6,Inactive,0,,,100.34,254
508,22414524,851793,CC1=NN=C(S1)CC(=O)C2=C(C=C(C=C2)OC)OC,Inactive,0,,,98.97,254
509,22401751,135451196,C1=CC=C(C=C1)CN2C(=C(C(=O)NC2=O)/C=N/NC(=O)C3=CC=CC=C3O)O,Inactive,0,,,97.59,254
510,17508462,769986,CC(C)(C)S(=O)(=O)C1=C(SC=C1)C(=O)O,Inactive,0,,,97.59,254
511,24791879,3501669,COC1=CC=C(C=C1)N2C3=CC=CC=C3N=C2SCC(=O)NC4=C(C=C(C=N4)Cl)Cl,Inactive,0,,,97.59,254
512,22405161,56251,CC1=C(NC(=C1C(=O)C)C)C2=CC=CC=C2,Inactive,0,,,97.59,254
513,22412741,7315421,C1COCCOC2=C(C=C(C=C2)C3=CN=C(C(=N3)C#N)C#N)OCCOCCO1,Inactive,0,,,89.35,254
514,17515206,2049887,C1=CC(=C2C(=C1)SC(=N2)N)F,Inactive,0,,,98.97,254
515,49642322,724880,C1CC2=C(C1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl,Inactive,0,,,100.34,254
516,17510067,12005088,COC1=CC=CC(=C1OC)C(=O)O/N=C(/C2=CC=NC=C2)\N,Inactive,0,,,97.59,254
517,4255009,1292163,CC1=C(C=CO1)C(=O)NCC2=CC(=CC=C2)CNC(=O)C3=C(OC=C3)C,Inactive,0,,,100.34,254
518,49729242,23631972,C1=CC(=CC=C1CCNC2=NC=NC3=C2C=C(C=C3)Cl)O,Inactive,0,,,100.34,254
519,85272477,44246635,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=C(ON=C3C)C)O[C@@H]1CN(C)C(=O)NC4=CC=C(C=C4)OC)[C@H](C)CO,Inactive,0,,,100.34,254
520,49725709,1148420,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C(=C2)C)O)SC3=NNC(=N3)C,Inactive,0,,,98.97,254
521,862145,663371,CCOC1=CC=C(C=C1)CNC(=O)NS(=O)(=O)C2=CC=C(C=C2)OC,Inactive,0,,,97.59,254
522,24806806,3168417,C1CC(OC1)CN2C(=NN=C2SCC(=O)NC3=CC=CC=C3Cl)C4=CC=NC=C4,Inactive,0,,,98.97,254
523,50086158,135449509,CC1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCN(CC4)S(=O)(=O)C5=CC=C(C=C5)F)N=N2,Inactive,0,,,100.34,254
524,14740823,5040788,CC(=O)C1=[N+](C2=CC=CC=C2N=C1COC(=O)C3=CC=CC=C3)[O-],Inactive,0,,,94.85,254
525,85272524,44246679,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC4=C(C=C3)OCO4)O[C@@H]1CN(C)C(=O)NC(C)C)[C@H](C)CO,Inactive,0,,,98.97,254
526,4256971,2938119,CC1=CC(=C(C=C1)OC)NC(=O)C2CC(=O)OC23CCCCC3,Inactive,0,,,100.34,254
527,26661134,16682183,CC(C)C(=O)N1CCC2(CC1)C3(CC(=NO3)C4=CC=C(C=C4)Cl)C(=O)C5=C(O2)C=CC(=C5)F,Inactive,0,,,98.97,254
528,49732214,24793039,C[C@@H]1CN(C[C@@H](O1)C)C(=O)C2=NOC(=C2)COC3=CC=CC(=C3)C(F)(F)F,Inactive,0,,,97.59,254
529,842263,644522,COCCCN1C(=NN=C1SCC(=O)OC2CCCCC2)C3=CC=CS3,Inactive,0,,,96.22,254
530,22415894,686505,CC1=CC=CC=C1NC(=S)NCC2=CC=CC=C2,Inactive,0,,,94.85,254
531,842579,54689725,CCNC(=O)C1=C(C2=CC=CC3=C2N(C1=O)CC3)O,Inactive,0,,,83.85,254
532,87346823,1382340,C1=CC(=CC=C1/C=C/2\C(=O)N(C(=S)S2)NC(=O)COC3=C(C=C(C=C3)Cl)Cl)Cl,Inactive,0,,,98.97,254
533,22403044,3478251,CC1=NN(C2=C1C(N3C4=CC=CC=C4NC(=O)C3=N2)C5=CC(=CC=C5)Br)C6=CC=C(C=C6)[N+](=O)[O-],Inactive,0,,,108.59,254
534,85303116,1311001,CCN1C(=C(C=N1)Br)C(=O)NC2=C(C3=C(S2)CCC3)C(=O)OC,Inactive,0,,,97.59,254
535,26725556,16745778,CCCCN1[C@H](CN=C1N)CC2=CC=C(C=C2)O,Inactive,0,,,97.59,254
536,26663044,2042648,CCOC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CC=NC=C3)OC,Inactive,0,,,100.34,254
537,85201504,44202588,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@H](C)CO,Inactive,0,,,104.47,254
538,24828937,2344272,CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)C2=CC=CC=N2)N,Inactive,0,,,98.97,254
539,26669195,648620,CC1=CC(=NO1)NC(=O)CCC(=O)N(CC2=CC=CO2)C(C3=CC=C(C=C3)OC)C(=O)NC(C)(C)C,Inactive,0,,,101.72,254
540,17411145,5093809,CN1C(=O)C(=CN(C1=O)CCNC2=C(C=C(C=N2)C(F)(F)F)Cl)C#N,Inactive,0,,,101.72,254
541,74373714,42601190,C[C@]12[C@H]([C@H]3COC4=C([C@@H]3N1C(=O)C5=C(C=CC(=C5)Cl)NC2=O)C=C(C=C4)Cl)C6=CC=CC=C6,Inactive,0,,,103.09,254
542,49826139,24819168,COC1=CC=C(O1)C(=O)NC2CCCC3=C2C=NN3C4=CC=CC=C4F,Inactive,0,,,94.85,254
543,26724609,3237176,CC1=CC=C(C=C1)CSC2=NC3=CC=CC=C3C4=NC(C(=O)N42)CC(=O)NCC5=CC=CO5,Inactive,0,,,98.97,254
544,24811869,16193447,CCC(C(=O)NCCOC)SC1=NC2=CC(=C(C=C2C(=O)N1CCC3=CC(=C(C=C3)OC)OC)OC)OC,Inactive,0,,,93.47,254
545,87349180,1891182,CC1=CC=C(O1)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=CC=C4Br)S2,Inactive,0,,,98.97,254
546,49730458,16021595,CC1CC2=C(N1C(=O)C3CCC3)C=CC(=C2)S(=O)(=O)NCC4=CC=CC=C4,Inactive,0,,,100.34,254
547,842195,644450,CC1=NC2=C(C3=C(S2)CCCC3)C4=NN=C(N14)SCC(=O)NCC5=CC=CO5,Inactive,0,,,94.85,254
548,49718871,24790483,CC(C)CCN1CCC(CC1)N2C(=CC=N2)NC(=O)C3CCOC3,Inactive,0,,,98.97,254
549,87346966,1835932,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC(=CC=C3)OC)CC4=CC=CS4,Inactive,0,,,96.22,254
550,49736183,16022628,CCOC1=CC=C(C=C1)CNC(=O)CN2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=C(C=C4)C,Inactive,0,,,100.34,254
551,87342819,1540951,CCOC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)N4CCN(CC4)C,Inactive,0,,,98.97,254
552,17511908,1409749,CC1=CC(=CC=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC5=C(C=C4)OCO5,Inactive,0,,,105.84,254
553,4254786,2224793,CC1CCN(CC1)C(=O)C2=CC=C(C=C2)NS(=O)(=O)C,Inactive,0,,,98.97,254
554,49731348,4613957,CC1CC(CN(C1)CCCNC(=O)CN2C(=O)CSC3=C2C=C(C=C3)S(=O)(=O)N4CCCCC4)C,Inactive,0,,,98.97,254
555,3713316,2571413,CC(C)CN1C(=NN=C1SCC(=O)C2=CC=C(S2)Cl)C3=CC=CO3,Inactive,0,,,100.34,254
556,26657983,5281295,C1=CC(=C(C=C1/C=C\2/C(=O)C3=C(O2)C=C(C=C3)O)O)O,Inactive,0,,,103.09,254
557,47199348,2989726,CC1=CC=C(C=C1)C(=O)NC(C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)OC,Inactive,0,,,100.34,254
558,49733126,6493290,CCCC1=NN=C(S1)NC(=O)COC2=CC3=C(C=C2)OCO3,Inactive,0,,,98.97,254
559,49645222,672599,C1=CC=C(C(=C1)C(=O)O)NS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,0,,,100.34,254
560,846091,648463,CCN(CC1=CC=CC=C1)C(C2=CC=NC=C2)C3=NN=NN3C(C)(C)C,Inactive,0,,,101.72,254
561,22414501,4070774,CC1=C(C(=NN1C)C)C2C(=C(OC(=C2C(=O)OC)C)N)C#N,Inactive,0,,,96.22,254
562,17513914,5548051,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)/C(=C/C3=CC=CO3)/C#N,Inactive,0,,,94.85,254
563,24829063,2393556,C=CCN1C(=O)C2=C(NC1=S)SC=C2,Inactive,0,,,94.85,254
564,26668445,135450644,CC1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCN(CC4)S(=O)(=O)C5=CC=C(C=C5)C)N=N2,Inactive,0,,,100.34,254
565,17413055,2221657,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)C4=NC=C(C=C4)Cl)[N+](=O)[O-],Active,11,,,265.29,254
566,56319866,18084173,CC(C(=O)NC1=NN=C(S1)C2CC2)OC3=CC=C(C=C3)Br,Inactive,0,,,98.97,254
567,24829908,2469519,CCOCCCNC(=O)/C(=C/C1=CC=C(O1)[N+](=O)[O-])/C#N,Inactive,0,,,247.42,254
568,87341150,3442010,CC(C)OC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCN4CCOCC4,Inactive,0,,,96.22,254
569,17510617,12005285,CC1=CC=C(C=C1)SC2=CC(=C(C3=NON=C23)[N+](=O)[O-])NCCCOC(=O)C,Inactive,0,,,87.97,254
570,87344266,3244165,CC1CC(=O)N(C2=CC=CC=C2S1)CC(=O)NC3=CC4=C(C=C3)OCCO4,Active,100,,,530.58,254
571,24827434,16196003,CN(CCC1=CC=CC=N1)C(=O)C2=CC=C(C=C2)OC(F)(F)F.Cl,Inactive,0,,,97.59,254
572,16953281,3184098,CC(=O)C1=CC=C(C=C1)S(=O)(=O)N(CC2CCCO2)CC3=CC4=C(C=C(C=C4)OC)NC3=O,Inactive,0,,,96.22,254
573,85200684,44201806,C=CCC[C@@H](CC1=CC=C(C=C1)F)C(=O)OC[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H](CC=C)CC(=O)N(CCO)CC4=CC=CC=C4,Inactive,0,,,92.1,254
574,24804137,2920571,CCC(=O)NC(C1=CC=CO1)C2=CC(=C3C=CC=NC3=C2O)Cl,Inactive,0,,,92.1,254
575,49826141,24819170,CC1=C(C(=CC=C1)C)OCC2=CC(=NO2)C(=O)N3CCNC(=O)C3,Inactive,0,,,96.22,254
576,24817159,248786,C1=CC(=CC(=C1)OC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C=O,Inactive,0,,,100.34,254
577,57265497,16323823,CC(C(=O)N1CCC2=CC=CC=C21)N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C(F)(F)F,Inactive,0,,,105.84,254
578,24812027,9615948,CC(=O)NC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(C=C2)F,Inactive,0,,,94.85,254
579,24782586,3963369,CCOC(=O)C1C(C(=NN1)C(=O)C2=CC=CC=C2)C3=CC=C(C=C3)OC,Inactive,0,,,100.34,254
580,85271673,2478981,CCCCOC1=CC=C(C=C1)C(=O)NCC(=O)OCC(=O)C2=C(N(C(=O)N(C2=O)C)C)N,Inactive,0,,,97.59,254
581,24806471,135413895,CC1=C(C(=CC=C1)NC(=O)CSC2=NC(=C(C(=O)N2)CC3=CC=CC=C3)C)C,Inactive,0,,,97.59,254
582,24810134,16193008,CC(=O)N(/C=C\C=C\C=C/1\C(=O)C2=CC=CC=C2S1)C3=CC=CC=C3,Active,43,,,296.91,254
583,24782510,1076550,C1CN(CCN1C2=CC=CC=C2F)S(=O)(=O)C3=CC=CC4=NON=C43,Inactive,0,,,97.59,254
584,17503955,135497927,COC1=C(C=C(C=C1)/C=N/N=C\2/NC(=O)C(S2)CC(=O)O)OCC3=CC=C(C=C3)Cl,Inactive,0,,,94.85,254
585,24826791,2399901,C1=CC=C(C(=C1)OCC(=O)C2=CC=CN2)Cl,Inactive,0,,,96.22,254
586,856002,3194,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Inactive,0,,,96.22,254
587,87349211,44216837,COC1=CC=C(C=C1)C2CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=CC=C4C(F)(F)F,Inactive,0,,,93.47,254
588,24816292,3327765,C1CN(C(=N1)SCC2=CC=CC=C2Cl)C(=O)CC3=CC=CS3,Inactive,0,,,93.47,254
589,26662188,5281952,CC[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/C3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O,Active,100,,,1509.28,254
590,49642117,1462264,CC(C)CN1C2=CC=CC=C2N=C1N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)NC(=O)C,Inactive,0,,,100.34,254
591,17514948,4639629,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC(=O)NC4=CC=CC=C4F,Inactive,0,,,97.59,254
592,24826438,4406525,CN1CCN(CC1)C2=CC3=CC(=C(C#N)C#N)CCC3CC2,Inactive,0,,,160.82,254
593,7971784,5310551,C1=CC2=NC(=CN2C=C1)CCNS(=O)(=O)C3=CC(=C(C=C3)F)C(F)(F)F,Inactive,0,,,101.72,254
594,22406617,2107670,CC1=C(C(=CC=C1)C)N2C(=O)C3=CC=CC=C3N=C2SCC(=O)N4CC(=O)NC5=CC=CC=C54,Inactive,0,,,101.72,254
595,17408821,3737197,CC1(CC2(CC(C3=CC(=C(C=C3O2)O)Cl)C4=CC=CS4)NC(=S)N1)C,Inactive,0,,,101.72,254
596,17432187,2946068,CC(CCC1=CC=CC=C1)NC(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Br,Inactive,0,,,98.97,254
597,4244019,3238678,CCN(CC)C1=CC=C(C=C1)C=N/C(=C(/C#N)\N)/C#N,Inactive,0,,,127.84,254
598,17505375,308644,CC1=CC(=CC=C1)NC2=CC(=O)NC(=O)N2,Inactive,0,,,101.72,254
599,26663213,4201789,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CC4=CC=CO4)S(=O)(=O)C5=CC=C(C=C5)F,Inactive,0,,,105.84,254
600,26725709,9632151,C/C(=N\NC(=O)C1=C(N(N=N1)C2=NON=C2N)COC3=CC=C(C=C3)F)/C4=CC=C(C=C4)Cl,Inactive,0,,,98.97,254
601,22415059,852304,CSC1=NC(=NC(=C1)N2CCOCC2)C3=CC=CC=C3Cl,Inactive,0,,,90.72,254
602,24805397,5345354,C1CC(OC1)CN2C(/C(=C(\C3=CC=CC=C3)/O)/C(=O)C2=O)C4=CC=CC=C4[N+](=O)[O-],Inactive,0,,,85.22,254
603,22414089,135401422,CC1(CC(=C(C(=O)C1)C=NC2=C(C=CC(=C2)C(=O)OC)N)O)C,Inactive,0,,,94.85,254
604,4242161,3237050,COC1=C(C=C2C(=C1)C(=O)N(C(=O)N2CC(=O)C3=CC(=CC=C3)Br)CC4=CC=CO4)OC,Inactive,0,,,86.6,254
605,24811241,705276,CC1(COC(OC1)C2=CC=C(C=C2)C(=O)OC)C,Inactive,0,,,93.47,254
606,17431703,11325914,C[N+]1=CC=C(C=C1)/C=C/C2=CNC3=CC=CC=C32.[I-],Active,100,,,384.88,254
607,849467,651961,COC1=CC=CC=C1NC(=O)N2CCC(CC2)C(=O)C3=CC=C(C=C3)F,Inactive,0,,,103.09,254
608,49826281,24819284,CC1=CN=C(C=N1)C(=O)NC2CC(CC3=C2C=NN3C4=CC=CC=C4)(C)C,Inactive,0,,,97.59,254
609,14730642,2981926,COC1=CC=C(C=C1)N2C(=O)CC(C2=O)N3CCN(CC3)C4=CC=C(C=C4)C(=O)C5=CN=CC=C5,Inactive,0,,,96.22,254
610,89854513,44825456,C1=CC=C(C=C1)CONC(=O)C2=COC(=N2)C3=CC=CC=C3,Inactive,0,,,92.1,254
611,26664270,5936993,CCN(CC)C1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3C(=C2)C4=CC=CC=C4,Inactive,0,,,125.09,254
612,24838815,3244361,CC1=CSC(=N1)NC(=O)CCNS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)N(C3=O)C)C,Inactive,0,,,97.59,254
613,74373718,42601194,C[C@]12[C@H]([C@H]3COC4=C([C@@H]3N1C(=O)C5=C(C=CC(=C5)OC)NC2=O)C=C(C=C4)Cl)C6=CC=CC=C6,Inactive,0,,,89.35,254
614,17433795,851232,CN1C(=NC(=N1)[N+](=O)[O-])SC2=CC=C(C=C2)Cl,Inactive,0,,,89.35,254
615,17511476,1932237,CC1=CC=CC=C1S(=O)(=O)NC2=NC3=CC=CC=C3N=C2N4CCC5=CC=CC=C5C4,Inactive,0,,,93.47,254
616,22408275,2411552,C1C(=O)N(C(=O)S1)CCNC(=O)COC(=O)C2=C(C=CC(=C2)Cl)Cl,Inactive,0,,,94.85,254
617,22408386,6902968,C1CCC(CC1)NC(=O)CO/N=C/C2=CC(=CC=C2)[N+](=O)[O-],Inactive,0,,,94.85,254
618,87344264,3237486,C1CSC2=CC=CC=C2N(C1=O)CC(=O)NC3=CC4=C(C=C3)OCO4,Inactive,0,,,94.85,254
619,24809105,1439460,COC1=CC=CC=C1N2CCN(CC2)CC(=O)NC3=CC=C(C=C3)N4C=NN=N4,Inactive,0,,,94.85,254
620,17513814,3715518,COC1=CC=C(C=C1)CNCCC(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)F,Inactive,0,,,96.22,254
621,49815870,713691,C1=CC=C(C(=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)NC(=O)N3)Cl,Inactive,0,,,92.1,254
622,85273405,3216275,CC1=CC(=NO1)NC(=O)CCC(=O)N(C(C2=C(C(=CC=C2)OC)OC)C(=O)NC(C)(C)C)C(C)(C)C,Inactive,0,,,93.47,254
623,49819530,24817905,CC(C(=O)N(CCC1=CCCCC1)C2=C(N(C(=O)NC2=O)CC3=CC=CC=C3)N)OC4=CC=CC=C4,Inactive,0,,,92.1,254
624,14728245,841657,CN1C(=C(C=N1)Cl)C(=O)NC2=C(C3=C(S2)CCC3)C(=O)N,Inactive,0,,,92.1,254
625,24841072,666527,CC1=C(C=CC(=C1)Cl)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)CC4=CC=CS4,Inactive,0,,,93.47,254
626,49715755,17252951,CSC1=CC=CC=C1NC(=O)C2=NOC(=C2)C3=CC4=C(C=C3)OCO4,Inactive,0,,,89.35,254
627,24808468,2861546,C1C2C1C3C=CC2C4C3C(=O)N(C4=O)CC5=CC=CC=C5,Inactive,0,,,90.72,254
628,56316816,24979614,C1CN2C(=C3C=CC=CC3=N2)C(=N1)C4=CC(=C(C(=C4)Cl)N)Cl,Inactive,0,,,86.6,254
629,4245173,135467355,CCSC1=NC2=C(C(C(=C(N2)C)C(=O)OC(C)C)C3=CC=NC=C3)C(=O)N1,Inactive,0,,,92.1,254
630,85200903,44202023,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=C(C=C3)C(F)(F)F)O[C@@H]1CN(C)CC4=CC=C(C=C4)C5=CC=CC=C5)[C@H](C)CO,Inactive,0,,,92.1,254
631,22408053,4672968,CC1CCC2=C(C1)SC3=NC(=NC(=C23)N4CCC5=CC=CC=C5C4)CN6CCOCC6,Inactive,0,,,90.72,254
632,24820297,2743539,C1CSC(S1)C2=CC=C(C=C2)OCC(=O)NN,Inactive,0,,,85.22,254
633,17510072,5824801,CN1C/C(=C\C2=CC=C(C=C2)N3CCOCC3)/C(=O)/C(=C/C4=CC=C(C=C4)N5CCOCC5)/C1,Inactive,0,,,98.97,254
634,14731026,2817474,CCC(=O)NC(C(=O)OCC)(C(F)(F)F)NC1=CC=CC=C1,Inactive,0,,,93.47,254
635,24793154,9587519,C1=CC=C(C=C1)CC(=O)O/N=C(/C2=CC=CC=C2Cl)\N,Inactive,0,,,90.72,254
636,14745774,5025384,CC1=CC=C(C=C1)C2=CSC(=S)N2CC(=O)OCC(=O)NC(C)C(C)C,Inactive,0,,,90.72,254
637,22415040,7315397,CC(C)SC1=NC(=NC(=C1)N2CCCC2)C3=CC=CC=C3Cl,Inactive,0,,,160.82,254
638,49680539,6211927,CC1CN(CC(O1)C)C(=O)/C=C/C2=C(C(=CC=C2)OC)OC,Inactive,0,,,93.47,254
639,22412478,15945609,CCN(CCO)CC1=CSC2=C1C=CC(=C2)C.Cl,Inactive,0,,,87.97,254
640,17505003,81268,C1=CC=C(C=C1)NC2=NC=C(C=C2)[N+](=O)[O-],Inactive,0,,,96.22,254
641,24831674,4780368,C1=CC=NC(=C1)CCNC2=C(C=C(C=C2)[N+](=O)[O-])C#N,Inactive,0,,,116.36,205
642,24794194,2976014,CC1=C(C=C(C=C1)[N+](=O)[O-])N2C(=O)CC(C2=O)NC3=CC=C(C=C3)OC,Inactive,0,,,114.75,205
643,49731533,15998795,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)N(CC3)C(=O)C4CCC4,Inactive,0,,,117.98,205
644,24820587,1508409,C1CSC2=NC3=C(C(=O)N21)N(C4=C3C=C(C=C4)F)CC(=O)NC5=CC=CC=C5F,Active,100,,,480,205
645,22400557,5904441,C1=CC=C2C(=C1)NC(=N2)/C(=C/C3=CC=C(O3)[N+](=O)[O-])/C#N,Active,100,,,1113.54,205
646,26668240,656341,CC1=CC(=NO1)NC(=O)CCC(=O)N(CC2=CC(=CC=C2)OC)CC(=O)NCC3CCCO3,Inactive,0,,,124.44,205
647,87345611,44601948,CN(C)CCOC1=CC=C(C=C1)C2=C(SC3=C2C=C(C=C3)OC)C4=CC=CC=C4OC,Inactive,0,,,124.44,205
648,26668015,645545,CC(C)CCN1C(=NN=N1)CN2CCN(CC2)C3=C(C=C4C=CC(=CC4=N3)OC)C#N,Inactive,0,,,117.98,205
649,87345166,3244708,C1CC(C1)C(=O)N2CCC3=C2C=CC(=C3)S(=O)(=O)NC4=CC5=C(C=C4)OCCO5,Inactive,0,,,111.52,205
650,17433983,2212727,CC(C)OC(=O)C1=CC=C(C=C1)COC(=O)C2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CC=C4,Inactive,0,,,111.52,205
651,24796493,835516,CC(=O)NC1=CC=C(C=C1)NC(=O)CC2=CC=C(C=C2)F,Inactive,0,,,111.52,205
652,57269182,2667812,C1CC1C2=NN=C(S2)NC(=O)COC3=CC=C(C=C3)Br,Inactive,0,,,116.36,205
653,22409261,2467566,C1CCC2=C(C1)C=C(S2)C(=O)N3CCN(CC3)S(=O)(=O)C4=CC=CC=C4C(F)(F)F,Inactive,0,,,108.28,205
654,85198602,2576582,CC1=CC(=C(C=C1)OCC(=O)NC2=NN=C(S2)C3CC3)OC,Inactive,0,,,111.52,205
655,26724311,3470902,COC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=C(N=CC=C3)Cl)N4CCCC4,Inactive,0,,,116.36,205
656,24825167,3459279,C1C(=O)N(C(=O)S1)CCNC(=O)COC(=O)C2=CC=C(C=C2)Br,Inactive,0,,,111.52,205
657,24784522,1094878,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)O)SC3=NC=NN3,Inactive,0,,,105.05,205
658,22410258,5790679,COC1=CC=C(C=C1)/C=C(\C#N)/C(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCCCC3)N4CCCCC4,Inactive,0,,,126.06,205
659,846344,648730,C1CCC(C1)N2C(=NN=N2)C(C3=CC=NC=C3)N(CC4=CC=CC=C4)CC5=CC=CO5,Inactive,0,,,108.28,205
660,14746047,2242987,C1=CC(=CC=C1CCNC(=O)NC2=CC(=C(C=C2)Cl)Cl)S(=O)(=O)N,Inactive,0,,,182.63,205
