PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,SampleRatio,PlateCutoff
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Ratio of median channel fluorescence of test sample to DMSO control,Average plus five standard deviations of the SampleRatios on a particular assay plate
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10,
833,26729829,2816454,C1CN2C3=C1C=CC=C3C(=C(C2=O)C4=CC=CC=C4)OC(=O)C5=CC=C(C=C5)F,Inactive,0,,,98.59,205
834,4245700,3240141,COC1=C2C(=C(C=C1)OC)SC(=N2)N3CCCCC3,Inactive,0,,,103.43,205
835,4262992,2213836,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CCN3C(=O)C4=CC=CC=C4C3=O,Inactive,0,,,98.59,205
836,17508525,1018666,COC1=C(C=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)N3CCCC3)OC,Inactive,0,,,101.82,205
837,14729545,2240091,C1CN(CCN1C(=O)C2=CC(=CC=C2)F)C(=O)C3=NN4C=C(C=NC4=C3)Br,Inactive,0,,,103.43,205
838,22408265,2121371,CCOC(=O)C1=C(NC(=C1C(=O)COC(=O)/C=C/C2=CC=C(C=C2)Cl)C)C,Inactive,0,,,101.82,205
839,24822058,16195236,C[C@@H]1CC2C(C[C@]3(C(O2)CC4C(O3)C(=CC(=O)O4)C)C)OC5C1OC6CC7[C@](CC8[C@](O7)(C/C=C\C9C(O8)CC1C(O9)CC2[C@@](O1)(C(CC(O2)CC(C)CO)O)C)C)(O[C@@]6(CC5)C)C,Inactive,0,,,105.05,205
840,17510344,12005187,CCCCSC1=N/C(=C/C2=CSC=C2)/C(=O)N1C3=CC=CC=C3,Inactive,0,,,105.05,205
841,14730453,2843881,C1=CC=C(C=C1)C(=O)CC2=C3C=CC=CC3=NC4=CC=CC=C42,Inactive,0,,,92.12,205
842,26664392,22641,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CCOC(=O)C,Inactive,0,,,121.21,205
843,49679009,6494320,CCCC1=NN=C(O1)SCC(=O)NC2=CC=C(C=C2)C(=O)OCC,Inactive,0,,,116.36,205
844,47204346,23724408,CC1=C(C2=CC=CC=C2N1CC=C)/C=C/C3=CC=[N+](C=C3)C.[I-],Active,100,,,683.64,205
845,85200857,44201979,C[C@H]1C(C([C@H]([C@@H](O1)OC2C(OC(C(C2O)O)O[C@@](C)(CC[C@]3(C(CC([C@@]4(C3CCC=C4C)C)OC5C(C(C(C(O5)C)OC6C(C(C(C(O6)COC(=O)C)O)O)O)O)O)C)C)C=C)C)O)O)O,Inactive,0,,,113.13,205
846,4265666,2234341,C1CN(CCN1C2=CC=CC=C2)C(=O)CCSC3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,Inactive,0,,,105.05,205
847,26660949,16682157,CCCCCCCCN1C=CC(=N)C=C1.Br,Inactive,0,,,96.97,205
848,92764756,3086380,CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C)C.[I-],Inactive,0,,,114.75,205
849,24796214,1520152,C1COC2=C(O1)C=C(C(=C2)N)C(=O)C3=CC(=CC=C3)Br,Inactive,0,,,100.2,205
850,92764817,3086132,CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C)CCN5CCCCC5.CC(=O)[O-],Inactive,0,,,106.67,205
851,49734711,16002781,CC1=CC=C(C=C1)CNS(=O)(=O)C2=CC3=C(C=C2)N(CC3)C(=O)C4CCC4,Inactive,0,,,101.82,205
852,3715717,2117624,CC1=CC(=C(C=C1)O)C(=O)C2=CC3=C(NC(=O)N(C3)CCC(C)C)N=C2,Inactive,0,,,106.67,205
853,49647875,1597815,CCCOC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)N4CCN(CC4)C,Inactive,0,,,101.82,205
854,14727363,302174,C1=CC=C2C(=C1)C3=CC=CC=C3C4=C2NC(=N4)C5=CC=CS5,Inactive,0,,,105.05,205
855,4263964,2983542,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)OC3=NN=C(C=C3)OCC4=CC=CC=C4)N5CCOCC5,Inactive,0,,,108.28,205
856,4249523,3243467,CCN1CCCC1CNS(=O)(=O)C2=CC(=CC3=C2N(CC3)C(=O)C4CC4)Br,Inactive,0,,,103.43,205
857,26663442,1870434,COC1=CC=C(C=C1)NC(=S)N2CCC3=CC(=C(C=C3C2)OC)OC,Inactive,0,,,101.82,205
858,22415183,2922660,CC1=CC(=C(C(=C1)Br)OCCCN2C=CN=C2)Cl,Inactive,0,,,93.74,205
859,14730477,3846713,C1=CC=C(C=C1)C(=O)NC(=NC2=NC3=CC=CC=C3O2)NC(=O)C4=CC=CC=C4,Inactive,0,,,101.82,205
860,22413430,852462,CC1=CN2C=C(N=C2C=C1)C3=CC=C(C=C3)NC(=O)C,Inactive,0,,,98.59,205
861,87349179,5930881,C1=CC=C(C(=C1)C2=NN3C(=O)/C(=C/C4=CC=CO4)/SC3=N2)Br,Inactive,0,,,98.59,205
862,24793530,2945677,CCC(C(=O)NC1=CC=C(C=C1)NC(=O)C)SC2=NC3=CC=CC=C3N2,Inactive,0,,,103.43,205
863,87346980,1864301,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC=C(C=C3)OC)CC4=CC=CS4,Inactive,0,,,96.97,205
864,7977588,1120528,C1COCCN1C(=O)CN(C2=CC(=C(C=C2)Cl)C(F)(F)F)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,101.82,205
865,87346972,1859115,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NC3=CC(=C(C=C3)F)F)CC4=CC=CS4,Inactive,0,,,100.2,205
866,24806712,1114510,CCOC(=O)N1CCN(CC1)C(=S)NC(=O)C2=CC(=C(C=C2)F)F,Inactive,0,,,95.35,205
867,24814188,16194269,C1CC(OC1)CNC(=O)CSC2=NC3=CC=CC=C3C4=NC(C(=O)N42)CC(=O)N5CCN(CC5)C6=CC=CC=C6,Inactive,0,,,98.59,205
868,24815440,1034432,CC(C)CN1C2=C(C=C(C1=N)C(=O)NC3=CC(=CC=C3)OC)C(=O)N4C=CC=CC4=N2,Inactive,0,,,98.59,205
869,24824914,2505216,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)COC(=O)C2=CC=NC=C2,Inactive,0,,,95.35,205
870,4242534,3237376,CC1=CC(=C(C(=C1)C)NC(=O)CN2C3=CC=CC=C3C(=O)N(C2=O)CC4=CC=CO4)C,Inactive,0,,,100.2,205
871,26660709,2469249,C1C(=O)N(C(=O)S1)CCNC(=O)COC(=O)C2=C(C=C(C=C2)O)O,Inactive,0,,,100.2,205
872,3716826,2696970,CCOC(=O)C1=CC=CC=C1NS(=O)(=O)C2=CC=CC=C2F,Inactive,0,,,100.2,205
873,24836234,4536256,C1COCCN1C(CNC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N3CCOCC3)C4=CC=CS4,Inactive,0,,,101.82,205
874,87337888,1255726,C1=CC=C(C(=C1)C(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)Br,Inactive,0,,,103.43,205
875,49827255,1242166,CN(C1=CC=CC=C1)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,0,,,103.43,205
876,85268392,4193432,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)COC(=O)CC3CC4CCC3C4,Inactive,0,,,105.05,205
877,24825411,5867499,CCN(CC)C1=CC=C(C=C1)/C=C/C(=O)C2=CN=CC=C2,Inactive,0,,,114.75,205
878,17504737,1365629,COC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCC(=O)NC3=CC=CC=C3)OC,Inactive,0,,,96.97,205
879,22405888,7308519,CCCCC1=CC=C(C=C1)C2=CSC(=N2)/C(=C\C3=CC=CO3)/C#N,Inactive,0,,,111.52,205
880,49665159,24761062,CN1C=C(C2=C1C=CC(=C2)F)/C=C/C3=CC=[N+](C=C3)C.[I-],Active,100,,,743.43,205
881,17401691,2012947,C1=CC=C2C(=C1)N=C(S2)C3=CC=C(O3)/C=C\4/C(=O)N(C(=S)S4)CCCC(=O)O,Active,15,,,219.8,205
882,49679635,6617300,C1=CC=C(C=C1)NC2=CC(=C(C3=NON=C23)[N+](=O)[O-])N,Inactive,0,,,105.05,205
883,49734774,135477530,CC1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCN(CC4)S(=O)(=O)/C=C/C5=CC=CC=C5)N=N2,Inactive,0,,,109.9,205
884,49647050,1323570,C1CN(CCN1CC2=CC=C(C=C2)F)C3=C4C(=CSC4=NC=N3)C5=CC=CC=C5,Inactive,0,,,100.2,205
885,87345617,44601954,COC1=CC2=C(C=C1)C(=C(S2)C3=CC=CC=C3OC)C4=CC=C(C=C4)OCCN5CCCCC5,Inactive,0,,,100.2,205
886,24792373,2206707,CC1=CC(=C(C=C1)C)S(=O)(=O)NC2=CC(=C(C=C2)O)SC3=NC=NN3,Inactive,0,,,105.05,205
887,26665765,3361436,CC1=C(C=C(C=C1)NC(=S)NC(=O)C2=CC=CC=C2)NC(=S)NC(=O)C3=CC=CC=C3,Inactive,0,,,105.05,205
888,49719783,20958612,CN1C=C(N=C1)S(=O)(=O)NC2=CC(=CC=C2)SC,Inactive,0,,,98.59,205
889,24826903,2468416,C1C(=O)N(C(=O)S1)CCNC(=O)COC(=O)C2=CC=CC=C2Br,Inactive,0,,,98.59,205
890,24790010,1507021,CC1=CC(=C(C=C1)OCC(=O)NC2=CN(N=C2)CCCC(=O)O)[N+](=O)[O-],Inactive,0,,,148.69,205
891,49736981,24793961,CC(C)CC1=NOC(=C1)CNC(=O)C2CCC(=O)N(C2)CC3=CC(=CC=C3)C(F)(F)F,Inactive,0,,,105.05,205
892,24791756,4840981,CC(C(=O)NC1=CC=C(C=C1)C(=O)N)OC2=C(C=C(C=C2)[N+](=O)[O-])Cl,Inactive,0,,,103.43,205
893,22400895,1735203,CCOC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=NC3=CC=CC=C3)S2)C4=CC=CC=C4)OCC(=O)O,Inactive,0,,,98.59,205
894,56318790,24980504,COC1=CC(=C(C=C1)OC)C2=CSC(=N2)NC(=O)CN3C(=O)C4CCCCC4C3=O,Inactive,0,,,103.43,205
895,22415340,9587223,COC1=C(C=C(C=C1)/C(=N/OC(=O)CC2=CC=CS2)/N)OC,Inactive,0,,,98.59,205
896,17506129,741762,CCN(CC)C1=CC=C(C=C1)/C=C/2\C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O,Active,3,,,208.48,205
897,51087773,24892245,CN(C)CCN(C1=NC2=C(S1)C=C(C=C2)F)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C54.Cl,Inactive,0,,,109.9,205
898,22401191,2421100,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=NC=CN=C3C(=O)O,Inactive,0,,,106.67,205
899,49643486,135509705,CCC1=CC=C(C=C1)N=C2NC(=O)/C(=C/C3=CC(=C(C(=C3)OC)O)OC)/S2,Inactive,0,,,126.06,205
900,17513627,5911389,CC(C1=NC2=CC=CC=C2N1CC3=C(C=CC=C3Cl)Cl)NC(=O)/C=C/C4=CC=CO4,Inactive,0,,,98.59,205
901,24831664,2363102,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)CSC3=NC=NC4=CC=CC=C43,Inactive,0,,,95.35,205
902,24833664,135519912,CN1C2=CC=CC=C2N=C1/C(=C/C3=CC(=C(C(=C3)OC)O)OC)/C#N,Inactive,0,,,100.2,205
903,26658056,2365479,CNC(=O)COC(=O)C1=CC=CC=C1NC(=O)C2=CC=CO2,Inactive,0,,,98.59,205
904,24821731,4353065,C1=CC(=CC=C1CC(=O)C2=CNC(=C2)C(=O)NCCCN3C=CN=C3)Cl,Inactive,0,,,98.59,205
905,24780792,2545467,CCOC(=O)C1=C(C2=C(S1)N=C3C(=CC(=CN3C2=O)C(=O)C4=CC=CC=C4O)SCC(=O)O)C,Inactive,0,,,100.2,205
906,24826753,2360975,CC(C)(C)C(=O)CSC1=NC=CC=N1,Inactive,0,,,95.35,205
907,26671137,1976940,C1=CC=C2C(=C1)N=C3N2C(=O)/C(=C\C4=CC=C(O4)C5=CC(=CC=C5)C(=O)O)/S3,Inactive,0,,,132.53,205
908,14736475,1028457,CN1C=C(C(=N1)C(=O)NC2=C(C3=C(S2)CCC3)C(=O)N)Br,Inactive,0,,,100.2,205
909,22411281,2113346,C1=CC(=C(C=C1F)C(=O)C2=CN(C(=O)C(=C2)C#N)C3=NC=CS3)O,Active,5,,,210.1,205
910,14725642,9564411,CC1=CC(=C(N1C2=CC(=C(C=C2)Cl)Cl)C)/C=N/NC(=O)CC3(OCCO3)C,Inactive,0,,,101.82,205
911,22400943,15944735,CC1=CC=C(O1)/C=C(\C#N)/C(=O)NC2=CC=CC3=C2C=CC=N3.Cl,Inactive,0,,,98.59,205
912,845689,648051,CCOC(=O)C1=CC2=C(N1CC(=O)C3=CC4=C(C=C3)OCCO4)C=CS2,Inactive,0,,,101.82,205
913,4264556,750731,CC1=CC=C(O1)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=CS4)S2,Inactive,0,,,109.9,205
914,22404718,831358,CC(=O)C1=C(NC(=NC1=S)C2=CC=CC=C2)N3CCOCC3,Inactive,0,,,101.82,205
915,87340952,3241039,CC1=CC=C(C=C1)N2C3=NC(=NC(=C3NC2=O)C(=O)N)C4=CC=C(O4)C,Inactive,0,,,98.59,205
916,14731363,9550107,CCCCNC(=O)C(CC1=CC=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)N(C3=O)C)C,Inactive,0,,,100.2,205
917,56323575,2825094,COC1=CC(=CC(=C1OC)OC)C2C3=CC(=C(C=C3CCN2)OC)OC,Inactive,0,,,101.82,205
918,49819080,2219645,CC1=CC(=CC=C1)C2=NC(=C(O2)NCCCN3CCOCC3)S(=O)(=O)C4=CC=C(C=C4)F,Inactive,0,,,93.74,205
919,87337201,2321190,COC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=S)S2)NC3=C(C=C(C=N3)C(F)(F)F)Cl)O,Active,100,,,478.38,205
920,49825606,1193429,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)Br,Inactive,0,,,100.2,205
921,85200915,44202035,C[C@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC4=CC=CC=C43)O[C@@H]1CN(C)CC5=CC=C(C=C5)C6=CC=CC=C6)[C@@H](C)CO,Inactive,0,,,96.97,205
922,26661765,913283,CCOC(=O)/C(=C/C1=C(C(OCC1)(C)C)N2CCOCC2)/C#N,Inactive,0,,,93.74,205
923,57261459,5241699,CN1C=CC(=N1)NC(=O)C2=CC(=C(C=C2Cl)Cl)S(=O)(=O)N(C)C,Inactive,0,,,93.74,205
924,26727073,2744573,CC1=NN(C(=C1)C(=O)O)C(C)(C)C,Inactive,0,,,95.35,205
925,22404388,897344,COC1=C(C=C(C=C1)C(=O)NCC2=CC(=C(C=C2)Cl)Cl)OC,Inactive,0,,,87.27,205
926,26725724,9660676,C1=CC=C(C=C1)/C=N/NC(=O)C2=C(N(N=N2)C3=NON=C3N)CSC4=CC=CC=C4,Inactive,0,,,108.28,205
927,7972200,783279,CC1=CC=C(O1)C2=C(C(=S)NC3=C2CCCC3)C#N,Inactive,0,,,108.28,205
928,49825870,20168452,CCC(C)C1=CC=C(C=C1)C(C)NC(=S)NC2CCCCC2,Inactive,0,,,98.59,205
929,14731537,2789368,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C(CC(C)C)N3C(=O)C4=CC=CC=C4C3=O,Inactive,0,,,100.2,205
930,49825378,24818908,CC1(CC(C2=C(C1)N(N=C2)C3=CC=C(C=C3)OC)NC(=O)C4=CNN=C4)C,Inactive,0,,,96.97,205
931,4258294,2225136,C1CC(=O)N(C1)CCCNC(=O)C2=CN=CC=C2,Inactive,0,,,95.35,205
932,49816482,2185599,C1=CC=C(C(=C1)C(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)COC3=CC=C(C=C3)Br,Inactive,0,,,101.82,205
933,87346149,135433229,C1=CC(=CC=C1/C=N/NC(=O)C2=C(N(N=N2)C3=NON=C3N)COC4=CC=C(C=C4)F)O,Inactive,0,,,95.35,205
934,49823934,25237150,COC1=C(C=C(C=C1)/C=N\NC(=O)C2=CC=CC=C2OC)COC3=C(C(=C(C(=C3F)F)F)F)F,Inactive,0,,,98.59,205
935,51089109,18575102,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)NC2=CC=CC(=C2)C3=NN=C(C=C3)N4CCCC4,Inactive,0,,,100.2,205
936,14741243,3077444,CS(=O)(=O)O.C1CC2=C3C(=NCCN3C4=C2C=C(C=C4)C5=CC=CC=C5)C1,Inactive,0,,,103.43,205
937,56324449,24982946,CN(CC1=CC=CC=C1)C(=O)COC(=O)CNS(=O)(=O)C2=CC3=CC=CC=C3C=C2,Inactive,0,,,96.97,205
938,17402942,2763471,C1=CC=C(C=C1)C2=C(N3C(=NC=N3)N=C2)N,Inactive,0,,,96.97,205
939,846948,649340,CN1CCN(CC1)C(=O)C2=CC=CC=C2C3=CC=CC=C3C(=O)O,Inactive,0,,,101.82,205
940,14729984,1489247,C1CN(CCN1C2=C(C=C(C=N2)C(F)(F)F)Cl)C(=O)C3=CC4=C(O3)C=CC5=CC=CC=C54,Inactive,0,,,101.82,205
941,26731864,16746069,CC1=CC=C(S1)C(=O)N2CCC3(CC2)C4(CC(=NO4)C5=CC=CC=C5)C(=O)C6=C(O3)C=CC(=C6)Cl,Inactive,0,,,93.74,205
942,74373716,42601192,CC1=CC2=C(C=C1)NC(=O)[C@]3([C@H]([C@H]4COC5=C([C@@H]4N3C2=O)C=C(C=C5)Cl)C6=CC=CC=C6)C,Inactive,0,,,100.2,205
943,26731863,16746068,C1CN(CCC12C3(CC(=NO3)C4=CC=CC=C4)C(=O)C5=C(O2)C=CC(=C5)Cl)C(=O)C6=CC7=C(C=C6)OCO7,Inactive,0,,,93.74,205
944,49718264,24790044,CC1=CC=C(C=C1)[C@@H]2[C@H]3[C@@H]([C@H]4N2C(=O)C5=CC=CC=C5NC4=O)C(=O)N(C3=O)C,Inactive,0,,,95.35,205
945,26731866,16746071,C1CNCCC12C3(CC(=NO3)C4=CC=CC=C4)C(=O)C5=C(O2)C=CC(=C5)Cl,Inactive,0,,,90.51,205
946,85198627,2542833,CC(C)N1C2=C(C=N1)C(=CC(=N2)C3=CC=CC=C3)C(=O)NC4=CC(=C(C(=C4)OC)OC)OC,Inactive,0,,,100.2,205
947,26727928,16745910,CCCCN1[C@H](CNC1=S)CC2=CC=CC3=CC=CC=C32,Inactive,0,,,92.12,205
948,57265622,16274235,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C(=O)OCC(=O)NCCN2C(=O)CSC2=O,Inactive,0,,,92.12,205
949,26728030,16745918,C1[C@H](N(C(=N1)N)CCC2=CC=CC3=CC=CC=C32)CC4=CC=C(C=C4)O,Inactive,0,,,93.74,205
950,85268782,2576463,C1CC1C2=NN=C(S2)NC(=O)COC3=C(C=C(C=C3)Br)F,Inactive,0,,,95.35,205
951,17388557,990362,CC1=CC(=NC2=C1C(=C(S2)C(=O)NN3CC(=O)N(CC3=O)C4=CC=CC=C4F)N)C,Inactive,0,,,93.74,205
952,87335137,4409242,CC1=NN(C2=C1C(N3C4=CC=CC=C4NC(=O)C3=N2)C5=CC=C(C=C5)[N+](=O)[O-])C6=CC=CC=C6,Inactive,0,,,98.59,205
953,14727901,850176,CCC1=NN=C2N1N=C(CS2)C3=CC=C(C=C3)OC,Inactive,0,,,90.51,205
954,26668856,2263393,CC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)F)C(=O)OCCOC,Inactive,0,,,93.74,205
955,14719041,9549128,C1CSC2=[N+]1C(=CS2)C3=CC=C(C=C3)F.[Br-],Inactive,0,,,90.51,205
956,17431693,1116108,C1=CC=C(C=C1)OCC(=O)N(CN2C(=O)C3=CC=CC=C3C2=O)C4=CC=C(C=C4)F,Inactive,0,,,90.51,205
957,26663744,930984,C1=CC=C(C=C1)C2=CC(=CC=C2)N3C(=O)C=CC3=O,Inactive,0,,,84.04,205
958,22416929,753911,CCOC(=O)C1=C(C2=C(O1)CCCC2=O)C,Inactive,0,,,96.97,205
959,4243018,3237799,COC1=C2C(=CC=C1)SC(=N2)NC3=NN=C(O3)C4=CC=CS4,Inactive,0,,,93.74,205
960,57259771,135697676,CCN(CC1=NC2=C(C=CC(=C2)Cl)C(=O)N1)C(=O)C3=CC(=CC=C3)OCC4=C(ON=C4C)C,Inactive,0,,,95.35,205
961,17411576,6888116,CCN1C(=NN=C1SCC(=O)N/N=C/C(=C/C2=CC=CO2)/C)C3=CC=CC=C3,Inactive,0,,,117.49,238
962,57263413,16285401,COC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)C3=CC=C(C=C3)CS(=O)(=O)C,Inactive,0,,,113.22,238
963,49735182,15999666,CC1CCCN(C1)CCCNS(=O)(=O)C2=CC3=C(C=C2)N(CC3)C(=O)C4CC4,Inactive,0,,,115.35,238
964,56315350,24978955,CC1=C(C(=CC=C1)C(C)C)NC(=O)CC2=CC=C(S2)S(=O)(=O)N3CCOCC3,Active,47,,,285.18,238
965,14746011,2385598,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C(=O)OCC(=O)NC4=C(C=C(C=N4)C(F)(F)F)Cl,Inactive,0,,,113.22,238
966,24817871,3602968,C1C2=CN=C(N=C2C3=C(S1)C=CC(=C3)Cl)N,Inactive,0,,,114.29,238
967,4246767,3241066,COCCCN1C(=O)C2=C(C=CC(=C2)N3CCOCC3)NC1=S,Inactive,0,,,119.63,238
968,74373544,53313088,CCC1C(=O)N(C2=C(N1)N=CN=C2N3CCN(CC3)C4=CC=CC=N4)CC5=CC=C(C=C5)Br.C(=O)(C(F)(F)F)O,Inactive,0,,,112.15,238
969,859510,660808,CCCSC1=NN=C(S1)NC(=O)NC2=CC=CC=C2,Inactive,0,,,113.22,238
970,26669686,16682572,C1CCC(CC1)CCCCN2[C@H](CN=C2N)CC3=CC=CC=C3,Inactive,0,,,116.42,238
971,22408920,2534924,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)COC(=O)C3=CC=CNC3=O,Inactive,0,,,115.35,238
972,14740531,1264528,CCN1C(=NN=C1SCC(=O)C2=CC=C(C=C2)C)C3=CC=NC=C3,Inactive,0,,,114.29,238
973,17505647,3774570,C1=CC=C(C=C1)N=C2N(C(=O)C(S2)CC3=CC(=CC=C3)[N+](=O)[O-])C4=CC=CC=C4,Inactive,0,,,119.63,238
974,49735824,24793702,CC1=C2C(=NN(C(=O)C2=NN1C3=CC=CC=C3)CCC(=O)NCC4=CC=C(C=C4)OC(C)C)C,Inactive,0,,,113.22,238
975,24839693,2591729,COC1=CC=CC=C1CN2C(=O)C3=CC=CC=C3N4C2=NN=C4SCC(=O)N5CCCCC5,Inactive,0,,,111.08,238
976,49735677,16034774,CC1=CC=C(C=C1)CNC(=O)CCCN2C(=O)C3=NN(C(=C3C(=N2)C)C)C4=CC=CC=C4,Inactive,0,,,111.08,238
977,49719341,20939975,CC1=C(NC2=C1C=C(C=C2)C(=O)NCCN3CCOCC3)C,Inactive,0,,,112.15,238
978,50086695,5617705,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N[C@@H](C)C(=O)NC3=CC=C(C=C3)F,Inactive,0,,,112.15,238
979,24832843,4875922,CC1=C(SC2=C1C(=NC=N2)SCC(=O)NC(C)C(C)C)C,Inactive,0,,,108.95,238
980,49829415,24820096,CC1=CC(=C(C=C1)C)OCC2=CC(=NO2)C(=O)N(C)CC3=NC=CS3,Inactive,0,,,181.58,238
981,22405989,2101612,CC1=NC2=C(S1)C=C(C=C2)NC(=O)CC3=CC4=C(C=C3)OCCO4,Inactive,0,,,118.56,238
982,24814523,6619478,CC(C)(C)OC(=O)N1CCC(CC1)C2=CC(=O)N3C(=N2)C(=CN3)C(=O)NC4=CC(=C(C=C4)OC)Cl,Inactive,0,,,108.95,238
983,17431571,1422298,C1=CC2=C(C(=C1)OC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])N=CC=C2,Inactive,0,,,122.83,238
984,26666466,5927836,COC1=CC=C(C=C1)CC(=O)O/N=C(/C2=CC=C(C=C2)OC)\N,Inactive,0,,,113.22,238
985,22403041,5802266,C/C(=C(/C#N)\C(=O)COC(=O)C1=CC(=NC2=CC=CC=C21)C3=CC(=CC=C3)Br)/N,Inactive,0,,,110.01,238
986,26666467,9636613,CC1=CC=C(C=C1)/C(=N/OC(=O)CC2=CC=C(C=C2)OC)/N,Inactive,0,,,114.29,238
987,17511151,12005444,CC1=NO[N+](=C1COC2=C(C=C(C=C2)/C=C\3/C(=O)OC(=N3)C4=CC=CC=C4)OC)[O-],Inactive,0,,,105.74,238
988,26669201,649526,CC1=CC(=NO1)NC(=O)CCC(=O)N(CC2=CC=C(C=C2)F)CC(=O)NC3CCCC3,Inactive,0,,,110.01,238
989,7973721,774975,COC1=C2C3=C(C4=CC=CC=C4C2=O)ON=C3C=C1,Inactive,0,,,194.39,238
990,17504621,5767237,COC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)CCC(=O)NC3=NCCS3)OC,Inactive,0,,,108.95,238
991,24841331,2342380,C1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)CSC3=CC=CC=[N+]3[O-],Inactive,0,,,110.01,238
992,17510491,12005223,C1CN(CC2=CC=CC=C21)C(=O)CCN3C(=O)C4=CC=CC=C4N(C3=O)CC5=CC(=CC=C5)[N+](=O)[O-],Inactive,0,,,108.95,238
993,74373694,42601170,CC1=CC2=C(C=C1)NC(=O)[C@]3([C@H]([C@H]4COC5=C([C@@H]4N3C2=O)C=CC(=C5)OC)C6=CC=CC=C6)C,Inactive,0,,,120.69,238
994,49647684,24747699,C[N+]1=CC=C(C=C1)/C=C/C2=CNC3=C2C=C(C=C3)OC.[I-],Active,100,,,418.69,238
995,49816366,24816589,CCC(C)N(C1CCS(=O)(=O)C1)C(=O)CN2N=C(N=N2)C3=CC=C(C=C3)F,Inactive,0,,,114.29,238
996,22407975,2310070,CCN(CC)C(=O)C1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)[N+](=O)[O-])Cl,Inactive,0,,,116.42,238
997,51086752,18561376,COC1=CC=C(C=C1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCC3=CC=C(C=C3)F,Inactive,0,,,113.22,238
998,57267157,25163258,CC1=C(C(=NO1)C)COC2=CC=CC=C2C(=O)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,Inactive,0,,,112.15,238
999,51086179,18561538,CC1=CC=C(C=C1)CNC(=O)C(=O)NCC2N(CCO2)S(=O)(=O)C3=CC=C(C=C3)Br,Inactive,0,,,108.95,238
1000,26731877,16746082,C1CN(CCC12C3(CC(=NO3)C4=CC=CC=C4)C(=O)C5=C(O2)C=CC(=C5)F)C(=O)/C=C/C6=CC=CS6,Inactive,0,,,107.88,238
